username,following,followers,totaltweets,tweetcreated,retweetcount,text,hashtags
DonnaYoungDC,2286,10369,159836,2021-01-17 16:09:57,0,"""What increased transmissibility means is more cases &amp; more deaths,"" @RWalensky. 

#FaceTheNation #FTN #COVID19 #vaccines #B117","[{'text': 'FaceTheNation', 'indices': [87, 101]}, {'text': 'FTN', 'indices': [102, 106]}, {'text': 'COVID19', 'indices': [107, 115]}, {'text': 'vaccines', 'indices': [116, 125]}, {'text': 'B117', 'indices': [126, 131]}]"
bhanuprksh96,17,9,753,2021-01-17 16:09:55,4827,"World’s #LargestVaccineDrive  ever in Bharath. Congratulations to our Scientists, healthcare workers and administration. Vaccines will definitely help mitigate Virus risk substantially but still very important to maintain protocols of non-spread. Blessings. -Sg","[{'text': 'LargestVaccineDrive', 'indices': [24, 44]}]"
Lukewarm_316,1451,427,86345,2021-01-17 16:09:53,35200,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
annpay,860,171,29189,2021-01-17 16:09:53,3329,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
MaryJan62216031,2845,209,296190,2021-01-17 16:09:52,13,"Why didn’t West Virginia opt in to the #Trump Administration’s plan to have @CVSpharmacy and @Walgreens administer #Covid19 vaccines in nursing homes?

@WVGovernor says that people rely on local health departments and pharmacies. WATCH --&gt; https://t.co/625zhWu3rL","[{'text': 'Trump', 'indices': [58, 64]}]"
svinepelsen,348,69,2075,2021-01-17 16:09:51,135,"“Israel is vaccinating 600k settlers, who, are illegally living in the [West Bank/occupied territories] but not the 3 million Palestinians living in same area. It has ordered that vaccines be provided for prison guards but not for the 8000 of Palestinian prisoners.” @camanpour https://t.co/l5rzVfomrH",[]
nwhitesel98,355,348,12509,2021-01-17 16:09:51,4,"This is one of the saddest part about vaccine mandate conspiracies. We don't even have enough vaccines yet for those 75+ who WANT the vaccine, the idea that we have enough for a mandate is laughable https://t.co/n3db8g2zCp",[]
IndivisibleMNLo,709,1979,32548,2021-01-17 16:09:50,3329,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
Mark45dominic,4913,3116,300630,2021-01-17 16:09:50,8,"It is REMARKABLE that @HRW quotes the Geneva Conventions on vaccines and somehow ""forgets"" to mention the part that says that the Palestinian Authority Health Ministry must be coordinated with. And the PA has said they can do it themselves. 

Must be another oversight. https://t.co/2ekqIFBt2A",[]
freedramallama,4977,405,30610,2021-01-17 16:09:50,0,Vaccines don’t work against some viruses. CRISPR might one day fix that https://t.co/RPM1tGXQMY via @statnews,[]
UkCv19,0,26,13,2021-01-17 16:09:49,0,"UK vaccine stats 17th January. 

Vaccines administered on 16th January.

England: 275,434
Northern Ireland: 22,653
Scotland: 0
Wales: 0

Total UK: 298,087

Current weekly rate: 2.1 million vaccines per week - an 8% decrease on yesterday

#UKVaccine #GoodNews #COVID19","[{'text': 'UKVaccine', 'indices': [238, 248]}, {'text': 'GoodNews', 'indices': [249, 258]}, {'text': 'COVID19', 'indices': [259, 267]}]"
Gatchaman97,687,214,15809,2021-01-17 16:09:48,9198,what kind of shithole president lies about having a stockpile of vaccines,[]
Mtneedle,4974,3664,196644,2021-01-17 16:09:47,9198,what kind of shithole president lies about having a stockpile of vaccines,[]
Ruffolo91,118,81,1326,2021-01-17 16:09:46,1455,"#Norway health officials have “adjusted their advice” after reporting that 23 #elderly people died shortly after receiving #COVID-19 #vaccines. #TheDefender

https://t.co/2aXOFbdXSl","[{'text': 'Norway', 'indices': [21, 28]}, {'text': 'elderly', 'indices': [99, 107]}]"
JasminaKelemen,948,1110,12157,2021-01-17 16:09:45,49,"Big day in Brazil today: health regulator just began its deliberations regarding approval of two covid vaccines, AstraZeneca/Oxford and CoronaVac.

Vaccination could begin as early as this evening in São Paulo.",[]
akatelyn19,2039,930,10352,2021-01-17 16:09:45,49,Health professionals who work in community settings say they have been forgotten when it comes to both giving and getting vaccines for COVID-19. @dorisgrinspun @rnao @npontario @we_rpn @torontokidsmd @ontariosdoctors @ontpharmacists @cphaaphc  https://t.co/5cXO010TkE,[]
KRH85546042,196,327,31755,2021-01-17 16:09:43,15,Delhi government will take measures like counselling and formal phone calls in the coming days to raise percentage of healthcare workers turning up for being administered COVID-19 vaccines: Officials,[]
NPeriasamy10,61,8,2351,2021-01-17 16:09:43,0,@republic #EndVaccinePolitics - Niranjan I was watching your debate. Time and again why bring fools and idiots on your channel with destructive minds to belittle these vaccines. These opposing idiots and politicians are the real 'rascals who are creating the trust deficit'.,"[{'text': 'EndVaccinePolitics', 'indices': [10, 29]}]"
ZadhrDoctors,3518,8467,2778,2021-01-17 16:09:43,1,"1/3 “This bears testimony to the lack of capacity within government in handling the pandemic. Vaccines have been scientifically proven to work and have gone the rigorous clinical trials process. - Director @cfambirai 

@drnmatara @MoHCCZim @nickmangwana 

https://t.co/EiONmuw9aR",[]
just_whatever,484,3960,67341,2021-01-17 16:09:42,8,"It is REMARKABLE that @HRW quotes the Geneva Conventions on vaccines and somehow ""forgets"" to mention the part that says that the Palestinian Authority Health Ministry must be coordinated with. And the PA has said they can do it themselves. 

Must be another oversight. https://t.co/2ekqIFBt2A",[]
a_sari35,44,22,1381,2021-01-17 16:09:41,0,"@Reece_17 @HughDalton20 @angrybklynmom @ZacBissonnette She literally acknowledges that she doesn't have the data to make those claims, yet makes them anyway. 

Do these vaccines likely inhibit transmission? Sure. Do we know for sure? No. If they do block transmission, will that last for a long time? Not a clue.",[]
thekenchan,482,1634,5628,2021-01-17 16:09:41,0,"Ontario has now administered over 200,000 total doses of #PfizerBioNTech and #Moderna #COVID19 vaccines. 

Thanks to our #TeamVaccine #HealthCareHeroes for getting #NeedlesInArms 🙏                                    https://t.co/UjVu4xN0Rn","[{'text': 'PfizerBioNTech', 'indices': [57, 72]}, {'text': 'Moderna', 'indices': [77, 85]}, {'text': 'COVID19', 'indices': [86, 94]}, {'text': 'TeamVaccine', 'indices': [121, 133]}, {'text': 'HealthCareHeroes', 'indices': [134, 151]}, {'text': 'NeedlesInArms', 'indices': [164, 178]}]"
RevJohnboy,4987,3285,228031,2021-01-17 16:09:40,47,"The sudden announcement to slash funding to diplomacy and aid has infuriated some diplomats and U.S. aid officials, who describe the move as a scorched-earth attempt to indiscriminately derail foreign aid programs on the administration’s way out the door.
https://t.co/X6qlSjeDrB",[]
3GNole1,375,44,1422,2021-01-17 16:09:40,0,@RupertVillanue2 @RanuDhillon @Naparstek Really?  We (private companies enabled by this government) developed the vaccines needed to get us out of this mess.  That’s very 1st world.  If handled like flu then we will have ~150 M vaccinated in 3 months.  This doesn’t need to be handled like polio because it’s not polio,[]
_ginoisaac,688,389,17688,2021-01-17 16:09:40,4843,"PUBLIC WARNING? Almost a year into the pandemic, the FDA decides these masks aren’t okay? Panahong dalgona pa, ginagamit na ang mga ito, especially Aidelai. We even have that at home now. How sure are we you can decide on the vaccines if it took you so long to decide on masks? https://t.co/7Pg3389z04",[]
JShaydo,1343,592,894,2021-01-17 16:09:39,0,Twitter is silent about Covid vaccines. Anyway rest in peace for in advance,[]
cking4977,2041,1268,109670,2021-01-17 16:09:39,1,"@zerohedge Less than 48 hours after the President-elect said this, The Hill begins tweeting out articles tamping down expectations. https://t.co/BzVRF0oWAk",[]
WillBoisture,741,281,4781,2021-01-17 16:09:39,5,"this is not a joke. on a tip, a few friends and i went to a vaccination center in brooklyn tonight around 6:30pm and they had to get rid of the last of the vaccines at the end of the day-and we ALL got vaccinated. if you’re trying to get an appointment to be vaccinated in nyc...",[]
WonderWoman412,134,617,222345,2021-01-17 16:09:39,459,"“We’re inheriting a huge mess here,” Ron Klain, Biden’s WH chief of staff says on @CNNSotu of vaccines.
Says expects US to hit 500,000 covid deaths in February.",[]
Andain_CK,52,76,15,2021-01-17 16:09:39,111049,The mRNA vaccines (Pfizer and Moderna) are kind of brilliant at a science level. I’ve had a few people in my real non-Twitter life ask me to explain how it works so I’m going to try my best here in this thread while I’m waiting for a patient to show.,[]
die_schrauben,1622,460,355,2021-01-17 16:09:36,2241,"Vaccines may be our way out of this pandemic but they won’t change the social and environmental conditions that gave rise to the virus in the first place. We have to fundamentally change the way we treat animals. Until we do that, we’ll always be at risk from zoonotic viruses.",[]
JackieDuf,410,509,89872,2021-01-17 16:09:35,109,"""Prime Minister Justin Trudeau made headlines for ordering four times what the Canadian population required, but the bulk are vaccines the country hasn’t approved yet.""

Trudeau is great at making headlines, but weak at delivering results.

#Cdnpoli
https://t.co/FDXS570C7g",[]
mikesimap,401,639,248219,2021-01-17 16:09:34,19,"Delaying the second shot of COVID-19 vaccines is a gamble, experts say, particularly without much evidence suggesting how well one dose works. https://t.co/IUXPidMlVg",[]
jessicablois,1684,2367,15416,2021-01-17 16:09:34,3329,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
RolandoRodulfo,35,20,230,2021-01-17 16:09:33,53,"@mollonlaw @sandibachom All I know is that when hubby &amp; people in my town registered for shots and went to their appointments they were told nope.. Those vaccines promised were never delivered.

Shipment is ""missing"".

Perhaps they should have gone to Jared?",[]
GoodStuffCBD,1,6,3237,2021-01-17 16:09:32,1,The Coronavirus Vaccines Will Likely Work. Making Them Fast Will Be Hard. https://t.co/6H9wD6mhBa https://t.co/rC47hcGusp,[]
jimmyhawk9,4922,2232,9276,2021-01-17 16:09:29,2,"I previously had viewed the Pfizer and Moderna Vaccines favorably. But then I became informed that when you look at how these Messenger RNA ""Vaccines"" work, it sounds pretty scary. It reprograms your body's cells to produce Covid19 type spikes! Yikes!
#Covid_19 #CovidVaccine https://t.co/msxede1VxX",[]
TUser123,3267,2194,69255,2021-01-17 16:09:28,20,"“We’re getting requests..from clients..to fly into FL, if they have an appointment, &amp; ..fly home again on the same day,” said Brind. Costs for a round trip flight range from $25,000 - $80,000.

Equitable distribution plan from #DeathSantis. 👹
#DemCastFL https://t.co/wH9E4u0gaJ",[]
rosemarytoronto,235,324,22825,2021-01-17 16:09:27,8,"Today Ontario reached 200,000 total doses of #COVID19 vaccines administered, only a week since we hit 100,000 doses administered. We continue to ramp up our capacity and are ready to administer more doses as soon as we receive them. Learn more: https://t.co/TsM9vRVxLm https://t.co/FXplGHB0yr","[{'text': 'COVID19', 'indices': [60, 68]}]"
JohnPiperNot,3175,1026,29058,2021-01-17 16:09:27,9198,what kind of shithole president lies about having a stockpile of vaccines,[]
Paulblake8A,883,496,9024,2021-01-17 16:09:26,0,@LeJardinier2112 Hope all is well in France. How are the vaccines coming along ?,[]
CherylGrainger4,125,139,4689,2021-01-17 16:09:26,0,"@KirstieMAllsopp Where are ADRs being published? In US they are 2.8% that is 28,000 per million vaccinated? Safety studies are not complete on these till 2023 - doesn’t that bother you? ADE has serious effects on SARS Covid-1 where vaccines didn’t get through animal studies -none done on new vacs",[]
biplabirabose,782,367,5113,2021-01-17 16:09:26,0,Only CM of Bengal is crying hoarse about shortage of Covid vaccines whereas no other state has complained about inauguration of Covid yesterday and any shortage. Habits die hard.,[]
fadeawh0,463,561,14209,2021-01-17 16:09:25,276,"I'm pro lockdown for the time being given the circumstances of the moment (vaccines here, new variants etc.) but I also worry that when we look back in 5 years we'll discover all sorts of adverse consequences from people being physically/socially isolated from one another.",[]
jenscer,931,756,49697,2021-01-17 16:09:24,0,@niawag1 The actual supply of vaccines still looks like enough of an X factor that making plans that specific is a little premature. At least here in Europe.,[]
JonahJameson11,1588,356,17621,2021-01-17 16:09:24,109,"""Prime Minister Justin Trudeau made headlines for ordering four times what the Canadian population required, but the bulk are vaccines the country hasn’t approved yet.""

Trudeau is great at making headlines, but weak at delivering results.

#Cdnpoli
https://t.co/FDXS570C7g",[]
luisa_msquare,77,194,15778,2021-01-17 16:09:24,60,"Two vaccines stand before me. Ladies, this is your last chance to impress me and save yourself from elimination. The time has come for you to immunize for our lives. Good luck and don't f*** it up.",[]
science_goddess,857,2305,24722,2021-01-17 16:09:23,0,@averypickford I tried yesterday. I heard the clinic was throwing away unused doses at the end of the day and will give vaccines to anyone who wants them (even if you aren't in the target group). But they didn't call me to come in. Going to try again on Friday evening.,[]
KathleeRowlands,5001,2720,237970,2021-01-17 16:09:23,99,"Everyone, everywhere should have access to COVID-19 vaccines. Add your voice to the call for a #PeoplesVaccine by sending a tweet to @Novavax now, demanding that COVID-19 vaccines be affordable and accessible to all! #OneWorldProtected","[{'text': 'PeoplesVaccine', 'indices': [108, 123]}]"
minalmm,598,676,24663,2021-01-17 16:09:23,76,Serum Institute of India produced COVISHIELD was supplied to all States/UTs. Bharat Biotech's COVAXIN was supplied to 12 States. Total 3351 sessions held across the country with both the vaccines: Health Ministry on COVID19 vaccine roll-out https://t.co/QQKNYnTWhO,[]
caroldevine,4602,3356,5710,2021-01-17 16:09:23,27,"Dear @pfizer
 @AlbertBourla
 @BioNTech_Group
 @drtureciozlem

 A global pandemic is no time for profiteering. 

Do your part to end the #COVID19 pandemic for everyone, everywhere. 

Here’s your to-do list for how to make it happen 

https://t.co/zQStZ4vx3m https://t.co/pOUrL8cvE4",[]
jachelewalker,250,541,378,2021-01-17 16:09:22,3,"This is unacceptable. 

Black NYers are more likely to be among the 1-in-5 Americans who are “credit invisible,” this cannot be a barrier to equitable access to COVID-19 vaccines. https://t.co/0ZOeAqOt9b",[]
TerrencePaul5,1678,1381,74190,2021-01-17 16:09:22,46,"For months, @jkenney and @shandro failed to take action to stop death and misery caused by COVID. If not for government immunity, they'd both be personally legally responsible. Blaming delays in receiving vaccines is the next stage of their deadly incompetence.",[]
uzairfairy,53,134,2689,2021-01-17 16:09:22,0,@Vijays_Views @DeshPre91070887 @waglenikhil @ZarrarKhuhro @INCdilse @t_d_h_nair @rakeshfilm @EmpoweringGoa @ushinedatme @muchanthi @msjlobo @bhattibath333 @Varghese1021 @Shuja72632661 @formujeebkhan @LuvUmar @JacobKoshy20 @Emmar_India @VD18231409 @shema9 @MukhtarHanifQ11 @sushilsamtani @prnmohan @NoushadPR @manzoorbhat369 @harimadathil @hasib1970 @khanumarfa @MehrTarar @svaradarajan @thewire_in @threadreaderapp @rozina_atiq @Javedakhtarjadu @AzmiShabana @RanaAyyub @_sabanaqvi @Xadeejournalist @iqubalcnbr @Nidhi @sardesairajdeep @sagarikaghose @DesiLaddu @Rajaimtiaz112 @a_tabssum @FarOutAkhtar @Taimur786kayani @utmankhail_khan @ar_pk2 If these Terrorists reached to Vaccines 💉 that will also turn into Corona Terrorist,[]
JanKimbrough,4912,2113,72213,2021-01-17 16:09:22,3329,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
bolu_ay,2796,6427,293027,2021-01-17 16:09:22,46,The revolutionary mRNA technology in Covid vaccines could cure cancers next https://t.co/0mEzL5D7vB,[]
todders14,2913,1178,350653,2021-01-17 16:09:22,0,"bro please wear your masks, stop going out, and @ the govt hurry up with those vaccines so outside can open back up and i dont have to listen to my grandma loudly and off key hum to her church choir every sunday 😭",[]
brandongregory1,195,24,4232,2021-01-17 16:09:20,0,@GovEvers You’re sitting on over 160k vaccines.... but let me guess your donors already got their shots.,[]
deepvard,5001,1388,489013,2021-01-17 16:09:20,459,"“We’re inheriting a huge mess here,” Ron Klain, Biden’s WH chief of staff says on @CNNSotu of vaccines.
Says expects US to hit 500,000 covid deaths in February.",[]
kh7spiritual,1605,3164,9260,2021-01-17 16:09:20,3329,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
zulaalz,935,286,2068,2021-01-17 16:09:20,1966,"To friends in India. Based on my decade of research on drug regulations and safety in India, here's my takeaway on the two Covid vaccines available. if you can get access to Covishield, take it NOW. If you are able to stay safe and isolated - wait on Covaxin. Here's why. (Thread) https://t.co/10LaNE52qk",[]
PKGR9,28,101,30659,2021-01-17 16:09:20,80,"Has Pakistan asked Covid vaccines from India ???
Answer - NO https://t.co/TDx9tmDNge",[]
novartis2012,141,68,3040,2021-01-17 16:09:20,5,"They told us to lock down for “two weeks to flatten the curve” in March. That turned into “Masks until vaccine arrives.” We now have vaccines and we still have to wear masks and distance. Get your head out of your ass, this isn’t about your health. It’s about power and control.",[]
DavidNemer,1417,31241,976,2021-01-17 16:09:17,263,"Red tape and punitive measures isn't how we get access, equity or fairness for vaccines. We should cut down on the bureaucracy—which the more privileged navigate better—and invest in access by *going* where those more vulnerable live and work. New piece. https://t.co/g48mLLldtv https://t.co/uIg0spf9Rn",[]
PennyForYourT15,23,43,16371,2021-01-17 16:09:17,9198,what kind of shithole president lies about having a stockpile of vaccines,[]
__biaduarte,2219,286,96765,2021-01-17 16:09:17,60,"Two vaccines stand before me. Ladies, this is your last chance to impress me and save yourself from elimination. The time has come for you to immunize for our lives. Good luck and don't f*** it up.",[]
edrybola,621,66,7060,2021-01-17 16:09:16,60,"Two vaccines stand before me. Ladies, this is your last chance to impress me and save yourself from elimination. The time has come for you to immunize for our lives. Good luck and don't f*** it up.",[]
mitaalaungani,521,624,134203,2021-01-17 16:09:16,3329,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
safc4ever,1892,1755,159856,2021-01-17 16:09:16,3,"@pedromakee @Hawksgroupltd @IoWBobSeely We knew as soon as they changed the lingo to; ""Vaccines offered"".",[]
raphone,210,64,6312,2021-01-17 16:09:16,60,"Two vaccines stand before me. Ladies, this is your last chance to impress me and save yourself from elimination. The time has come for you to immunize for our lives. Good luck and don't f*** it up.",[]
DonnaYoungDC,2286,10369,159836,2021-01-17 16:09:14,13,"Why didn’t West Virginia opt in to the #Trump Administration’s plan to have @CVSpharmacy and @Walgreens administer #Covid19 vaccines in nursing homes?

@WVGovernor says that people rely on local health departments and pharmacies. WATCH --&gt; https://t.co/625zhWu3rL","[{'text': 'Trump', 'indices': [58, 64]}]"
Aladinsane40,1409,1027,13206,2021-01-17 16:09:14,0,"@HildaMcevoy I could be wrong but I think the reason the dates keep changing is they can only guesstimate upon the number of vaccines they have at that point in time. So initially they only had 1 vaccine, Pfizer, now they have a 2nd and possible 3rd. Plus depends on supply chain",[]
safc4ever,1892,1755,159856,2021-01-17 16:09:13,19,"@IoWBobSeely It is worse than that.

Mr Johnson is counting vaccination invitation letters posted as vaccines delivered.

Don't believe me?

Tim Harford explains:

https://t.co/KF9Jslbf2x",[]
big_buff_,298,263,3560,2021-01-17 16:09:13,184,"📧 My inbox is filling up with messages from concerned constituents about the slow pace of the vaccine delivery in Scotland
🤷🏼‍♀️ They are asking why the SNP Government is focussing on independence 
✅ They are right - the priority should be vaccines, not referendums https://t.co/GB0dSAlRkZ",[]
wasphyxiation,623,757,7494,2021-01-17 16:09:13,276,"I'm pro lockdown for the time being given the circumstances of the moment (vaccines here, new variants etc.) but I also worry that when we look back in 5 years we'll discover all sorts of adverse consequences from people being physically/socially isolated from one another.",[]
_Noel_Pereira2,342,38930,281550,2021-01-17 16:09:12,8342,CCP closed travel inside China and allowed the world to suffer. America invents vaccines for the world. Every human being can see this contrast. https://t.co/NTSQAOIUIW,[]
cabruera,342,578,16612,2021-01-17 16:09:12,60,"Two vaccines stand before me. Ladies, this is your last chance to impress me and save yourself from elimination. The time has come for you to immunize for our lives. Good luck and don't f*** it up.",[]
ZBSeyed,352,360,16189,2021-01-17 16:09:11,29,"A very sensible &amp; thoughtful read on #COVID19 vaccination, variants, and other variables, by @sharon_kirkey.

https://t.co/aOWZxIIg8P @cdavidnaylor","[{'text': 'COVID19', 'indices': [58, 66]}]"
dvdb1986,101,42,417,2021-01-17 16:09:10,0,@mariama45240436 @celliottability Insane! How do you take vaccines AWAY from this Hotspot!?,[]
mpmogale,3082,2004,12085,2021-01-17 16:09:08,1706,"As more #COVID19 vaccine becomes available, more groups of people will be able to get vaccinated. Even after getting vaccinated, continue to #WearAMask over your nose and mouth, stay 6 feet from others, avoid crowds, and wash your hands. More:  https://t.co/AKnOrVkuRI. #SleeveUp https://t.co/GcSvRyYdbw","[{'text': 'COVID19', 'indices': [20, 28]}]"
magicjewball,1225,914,27383,2021-01-17 16:09:08,0,"You are probably tired of my ""no one can find a vaccine, the vaccine sites blow, they are all out of vaccines"" timeline, but I beg you to hold on to all those tweets in your head when you see the ones in your TL that say ""teachers just want to stay home.""",[]
JamesRoths,1664,1609,2620,2021-01-17 16:09:07,112,"55 People Died in US After Receiving COVID-19 Vaccines: Reporting System.
 https://t.co/gDZ3bo4GOW",[]
adocmartin,2350,1625,39323,2021-01-17 16:09:07,0,"@nursekelsey Good news that I’ve heard from several legit sources is that the current mRNA vaccines are effective against the new strains. Yay, science!",[]
notprada61Irma,727,401,24737,2021-01-17 16:09:06,459,"“We’re inheriting a huge mess here,” Ron Klain, Biden’s WH chief of staff says on @CNNSotu of vaccines.
Says expects US to hit 500,000 covid deaths in February.",[]
britjpncdn,1683,1897,114935,2021-01-17 16:09:05,6,"COVID-19 latest ⁦@SharkawyMD⁩ on vaccines, latest case numbers and the desperate need for paid sick leave| CTV News https://t.co/yZhAu3VDq6",[]
nishitparwani,440,130,1213,2021-01-17 16:09:05,1966,"To friends in India. Based on my decade of research on drug regulations and safety in India, here's my takeaway on the two Covid vaccines available. if you can get access to Covishield, take it NOW. If you are able to stay safe and isolated - wait on Covaxin. Here's why. (Thread) https://t.co/10LaNE52qk",[]
ilhamabuljadaye,846,8324,104645,2021-01-17 16:09:05,8,See here for Peter Doshi's recent piece: https://t.co/qdbPezyG3n,[]
ReneGlzDeLaVina,1643,822,37038,2021-01-17 16:09:05,1118,"#COVID19 vaccines are reaching high income countries quickly, while the world’s poorest have none at all.

Science is succeeding — but solidarity is failing.

Global solidarity will save lives, protect people &amp; help defeat this vicious, mutating virus.","[{'text': 'COVID19', 'indices': [21, 29]}]"
Apc_CarersAsian,190,139,831,2021-01-17 16:09:05,15,"This afternoon with, Cllr @BevCraig, I visited the vaccination site at the Jain Centre on Stockport Road to speak to the local team delivering the vaccines. Thank you to all the staff for their hard work, as well as the 1,500 volunteers helping out across the city. https://t.co/BJaFKRDoNK",[]
SandHillInsight,292,2684,49645,2021-01-17 16:09:04,17,"""Why don’t we just deliver it to nursing homes?...They’ve got nurses there.”

""CVS/Aetna... explained that the contract was written explicitly to prohibit such a solution... 'under the federal partnership program, the vaccines can only be administered by our staff"""" https://t.co/Y5vkPvzm7Z",[]
kelvint23978630,655,192,4262,2021-01-17 16:09:04,8342,CCP closed travel inside China and allowed the world to suffer. America invents vaccines for the world. Every human being can see this contrast. https://t.co/NTSQAOIUIW,[]
JeneeLestrange,1121,359,64971,2021-01-17 16:09:03,3330,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
furierwiz234,75,34,3650,2021-01-17 16:09:01,8342,CCP closed travel inside China and allowed the world to suffer. America invents vaccines for the world. Every human being can see this contrast. https://t.co/NTSQAOIUIW,[]
PattyThille,921,1005,7280,2021-01-17 16:09:01,0,"@grnrider @Libropt @KristinAnneH @BrettMegarry Yes, we have. https://t.co/rLFBaCHZqm

Looks like Canada is lobbying Pfizer, but Pfizer have their own filter for allotment. Of note, EU is &gt;400 million ppl, to Canada's 37-38 million. I think we need caution re: over-assuming what Canada can make happen.
https://t.co/S1OPZYsngT",[]
raghavacharya95,688,636,6584,2021-01-17 16:08:59,298,"India must help Pakistan with Covid Vaccines , its not military or political issue , it’s humanitarian issue . Like always India must show large heart , this will help Pakistan needy population directly and will isolate India haters . just Sunday thought",[]
Alexand08629925,166,143,2309,2021-01-17 16:08:58,0,"@CanfieldKenny I hardly think that Palestine is likely to accept vaccines from Israel.  That said if it did, it might open up a new corridor of diplomatic openness.",[]
Voulvet,269,74,1616,2021-01-17 16:08:55,429,"Vaccines are very safe, and much safer than an ICU bed not properly staffed.
Make your own choice.",[]
scifi0425,813,84,3399,2021-01-17 16:08:54,5,"They told us to lock down for “two weeks to flatten the curve” in March. That turned into “Masks until vaccine arrives.” We now have vaccines and we still have to wear masks and distance. Get your head out of your ass, this isn’t about your health. It’s about power and control.",[]
ArchAngless,206,5,2345,2021-01-17 16:08:53,0,"The @WVGovernor ""we gonna get at it""#COVID19 Vaccines and is quoting numbers in the +90% range only unable to (or evading) give any details as to how distributing them this morning on @FaceTheNation. Typical Trump @GOP Party bullshit.","[{'text': 'COVID19', 'indices': [36, 44]}]"
BashfordThomas,752,20,4658,2021-01-17 16:08:52,3330,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
rethe125,2070,1684,57474,2021-01-17 16:50:51,0,Where are the reserved vaccines Daddy Whorebucks lied about having https://t.co/VdxifSpysC,[]
deathtopaulw,3478,188,509,2021-01-17 16:50:50,0,"@ArenaEmpress @EnlightenedXi the vaccines in my blood when that bass drop.
people still don't know that videos can be recorded at any place and any time",[]
NNVnews,82,787,7693,2021-01-17 16:50:50,0,"""HIV research laid the foundation for Covid vaccines""
@wesleymuhammad @noisundays",[]
stockchaser99,1523,1209,78568,2021-01-17 16:50:50,26,"The government approved a vaccine based on extremely limited tests.

The government then changes the dosing schedule based on NO TESTS.

Enjoy your vaccines, kids, you're in completely uncharted territory now.",[]
DortySteve,120,12,725,2021-01-17 16:50:50,14,Kansas nurses refuse to give COVID-19 vaccines. Only so many can be called “crazy conspiracy theorists”. At some point we have to reflect on just how many health professionals are outright refusing this.  https://t.co/NXKFiXL9i6,[]
amritabhinder,997,141782,232090,2021-01-17 16:50:49,233,"India's ready to prove it's a Covid-19 vaccination superpower with the world’s most ambitious inoculation drive. It has the largest vaccine makers, a tested delivery network, an app &amp; the broadest acceptance of vaccines. @narendramodi calls for confidence. https://t.co/SwsNqCxhzR https://t.co/DT9zTVoY53",[]
covidtweets,40,3421,3482,2021-01-17 16:50:49,0,"I would fully expect to see this. Let me give you a 47 tweet thread explaining why:

...

47/47 - Lockdowns don't do s**t. Vaccines take time to work.

Thank you for listening to my podcast. https://t.co/0FuELkeHSs",[]
cbracken20111,1268,417,80683,2021-01-17 16:50:48,7,".@ScottGottliebMD predicts @JoeBiden's administration’s ambitious plan to push out 100 million vaccines in 100 days may succeed. 

“I think they will hit that 100 million mark,” but he urges that demand could become an issue. https://t.co/SFMNWbFBpY",[]
SusanPearson50,392,283,14144,2021-01-17 16:50:48,1590,"Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with the nation's health by playing fast and loose with Covid vaccines? 

https://t.co/S5FvivAr24",[]
ESkirmuntt,304,1797,768,2021-01-17 16:50:48,0,Basing it on other vaccines IgA stay in human milk for 5-7 days after inoculation.(15/n),[]
JohnnyMcGarrity,673,359,13825,2021-01-17 16:50:48,0,"@supergranlinz Nice way to put it, “get over it” 🤔!! https://t.co/zZX1f8IwiX",[]
