username,following,followers,totaltweets,tweetcreated,retweetcount,text,hashtags
unicorninkk,1881,2204,167243,2021-01-16 14:54:31,25,All-female team delivers COVID-19 vaccines in harshest of conditions in rural Alaska https://t.co/LGuwyEmDak via @GMA,[]
aTXTmessage,265,29,2031,2021-01-16 14:54:31,0,Haha city only gets 9000 covid vaccines in a month haha I've called 200 times to try to get my grandmother one and there's still no answer haha 200 times haha,[]
talktoharris1,135,817,46413,2021-01-16 14:54:31,1,The UK will be over 350k vaccines for today which is the average rate needed (from 12 Jan) to meet the govt's 15 Feb target. Lots of ramp up still to go but encouraging performance so far https://t.co/25lQa97DoT,[]
ChardMeck,4384,2704,22086,2021-01-16 14:54:30,47,So how do we find out who Trump &amp; Goons sold the national stockpile of vaccines to?,[]
brame99,572,1010,8370,2021-01-16 14:54:30,4345,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
JohnKeenanNOLa,1059,361,21685,2021-01-16 14:54:29,0,"How about the one where tRump said six inches equals a foot?

Gov. Polis “disappointed” after being “lied to” by federal gov't about vaccines - KKTV https://t.co/sDBi9egnrz via @GoogleNews",[]
paula_gem,450,109,5777,2021-01-16 14:54:29,0,"Dangerous and unproven  vaccines, useless testing while children go hungry.  

Genomic sequencing?   First do a rudimentary study of what diseases and medications are associated with true COVID deaths.   This is just more pork for the oligarchy.

https://t.co/eH1MBHJwwP",[]
HarrisBaylen1,1743,164,11972,2021-01-16 14:54:28,0,Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines proposed by U.S. health officials https://t.co/EsjehfbIuq via @WSJ,[]
MullahsMustGo,774,614,29120,2021-01-16 14:54:28,4,"Iranian people’s demand: It is already late, purchase vaccines now.

Mohammad Reza Ghazanfari, Head of Iran's Medical System Organization - December 21: 
“Providing vaccines to the people is a vital, definitive and coercive priority.” https://t.co/FnMBxg9gym",[]
Mark33132562,0,0,33,2021-01-16 14:54:27,6951,"Every waking moment is about one purpose: saving American lives by delivering safe and effective Coronavirus therapeutics and vaccines, General Perna said. https://t.co/SwRZfbEHrK",[]
zombietyr,1101,465,21124,2021-01-16 14:54:27,49,"Going slow on vaccines to comfort sceptics akin to convincing children there are no ghosts in the attic by climbing up there with a baseball bat, getting cobwebs in your face, panicking and then falling screaming down the ladder.",[]
DayannaKnight,2289,1242,9071,2021-01-16 14:54:26,0,"@pablitasan @erin_bartram I think Stockton only has one left. I can almost guarantee the folks that worry about big business being involved with vaccines would find its location unpleasant.

They shouldn't- some of the best food in town and nicest people can be found in that same area.",[]
JCruella,15872,15273,21573,2021-01-16 14:54:25,2328,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
MainelyLiberal,209,209,27164,2021-01-16 14:54:25,2328,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
RishabhKumarBa3,33,24,3231,2021-01-16 14:54:24,968,"World’s #LargestVaccineDrive  ever in Bharath. Congratulations to our Scientists, healthcare workers and administration. Vaccines will definitely help mitigate Virus risk substantially but still very important to maintain protocols of non-spread. Blessings. -Sg","[{'text': 'LargestVaccineDrive', 'indices': [24, 44]}]"
MaryProffitt14,217,413,53091,2021-01-16 14:54:24,2328,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
SonuBishtAryan1,1273,1332,22451,2021-01-16 14:54:23,752,"""A total 23 people died within days of receiving their first dose, the Norwegian Medicines Agency announced in a statement"".
Yet, here in India, we roll out Vaccines w/o proper trials or transparency, even though Covid cases &amp; deaths have declined sharply
https://t.co/pTb5Ecj3wQ",[]
benpooler,1515,1327,49647,2021-01-16 14:54:23,12,"Turkey is accused of extraditing Uighur Muslims to China in exchange for Covid-19 vaccines | @BISouthAfrica 

https://t.co/etQm6hVIFi https://t.co/l2UvmBBZz4",[]
cloudbelle01,2215,1830,53395,2021-01-16 14:54:22,2328,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
sat_gollapudi,1576,1421,230151,2021-01-16 14:54:22,124,"I admire the way India has developed the #CovidVaccine. No big claims, no big announcements. The vaccines are there for the people. Thank you Prime Minister Shri @narendramodi  for inspiring the scientists.","[{'text': 'CovidVaccine', 'indices': [61, 74]}]"
Amrxingyu,117,18,275,2021-01-16 14:54:21,21,"2 weeks after the approval, 1 million doses of  #Sinopharm #vaccines arrived in #Serbia. Hope they could help Serbian people in the fight aginst  #COVID19 pandemic. https://t.co/AysrBq4RWa","[{'text': 'Sinopharm', 'indices': [69, 79]}, {'text': 'vaccines', 'indices': [80, 89]}, {'text': 'Serbia', 'indices': [101, 108]}]"
DonLeShoes,1997,996,26355,2021-01-16 14:54:20,4345,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
PassiveStein,1614,527,16480,2021-01-16 14:54:20,70,"BREAKING - Since December 2020 - USA has procured

LESS than 40 Million #Covid19 Vaccines 

For a population of over

328 MILLION 

State Governors FURIOUS

Didn't @kinsellawarren tell @brianlilley &amp; @charlesadler  Trump did a better job on Vaccines than Justin Trudeau? #cdnpoli https://t.co/IZeBtbPszT","[{'text': 'Covid19', 'indices': [83, 91]}]"
adamfarren2,290,188,2175,2021-01-16 14:54:19,20,"This is from ten years ago &amp; it’s a Channel 4 report about pharmaceutical companies &amp; WHO inflating the threat from Swine Flu to sell vaccines. Who’d à thunk it
@MichaelYeadon3 @emmakennytv @BreesAnna 
Channel 4 News Exposes Swine Flu Scandal https://t.co/PnMDKiB4k5 via @YouTube",[]
stevescrutton,2968,3617,29268,2021-01-16 14:54:19,0,"Covid Vaccines
Death by Coincidence?
Declarations by health officials/vaccine makers
&gt; that deaths/injuries following COVID vaccinations are unrelated coincidences
They’re also depriving people of the information they need to make informed decisions
https://t.co/4OTou1bsxM",[]
maven420,322,166,1417,2021-01-16 14:54:19,2331,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
NKaslow,4085,4031,3547,2021-01-16 14:54:19,0,"How some states are administering Covid-19 vaccines at twice the speed of others
https://t.co/4uDKTPJo76",[]
shary51,105,15,376,2021-01-16 14:54:18,0,@YourMorning @SharkawyMD Availability of vaccines. We also have a lot of vacant big box stores and arenas not being used hire nurses and set them up as vaccine clinics.,[]
burnetbasher,281,242,102565,2021-01-16 14:54:18,4345,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
mehergardhBaloc,1400,1054,40658,2021-01-16 14:54:18,6,"The SII already has two deals in place to supply 100 million doses each of Oxford-AstraZeneca's Covishield and Novavax to GAVI-COVAX | #CoronaVaccine | @Milan_reports 

https://t.co/bOA2eJB1HQ",[]
ashutosh_mehra4,188,77,16666,2021-01-16 14:54:17,1064,"People getting Bharat Biotech’s Covaxin from today will have to sign an additional consent form. 

But here’s the catch - you do NOT get to choose between the 2 vaccines &amp; have to take whatever is available at the vaccination site. 

What even is the meaning of such “consent”?",[]
WINTUR78,4966,670,151376,2021-01-16 14:54:17,96,"Two vaccines; one good, the other trial. Trial voluntary, but refuse it and you forfeit the good one.

This is not a vaccine drive, this is forced human experimentation. And pointing that out isn't antivax, it's anti-abuse.",[]
Itsjoeco,719,5568,17959,2021-01-16 14:54:17,0,@TheStalwart From when I looked at the tracker earlier this week they have received another 500k vaccines since Monday.,[]
NlCOLEKIDWOMAN,420,1369,82651,2021-01-16 14:54:17,48,"A Philippine-based businessman said he had been approached by Chinese businessmen from the online gambling industry about supplying the Sinopharm vaccine to their employees, which allowed the buyer declaring the smuggled vaccines as supplements. #COVID19PH
https://t.co/HDrrTSH7VS",[]
hr072,452,486,84478,2021-01-16 14:54:16,5,we’re going to find out that Nepotism Barbie and Ken are secretly selling stolen vaccines aren’t we https://t.co/5X1r3HOORh,[]
dr_arunkgupta,1408,3969,4418,2021-01-16 14:54:16,4,"More then 1 lakh 65 thousand doses of covid vaccines given on day one in India.

Not a single hospitalisation following vaccination .

Science wins again .
@dr_arunkgupta 
@DrNehalVaidya 
@MoHFW_INDIA
@IMAIndiaOrg 
@UNICEF 
@WHO",[]
seanjapp,1235,378,6131,2021-01-16 14:54:16,1090,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
Bblundell3,65,15,6653,2021-01-16 14:54:15,2331,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
Sedussa312,2289,572,12225,2021-01-16 14:54:15,8401,"Governors were told repeatedly by @HHSgov there was a strategic reserve of vaccines, and this week, the American people were told it’d be released to increase supply of vaccine.
 
It appears now that no reserve exists. The Trump admin. must answer immediately for this deception. https://t.co/JJky0NcbPi",[]
codyjsalisbury,9306,9237,23933,2021-01-16 14:54:14,0,"Pfizer vaccines shipments temporarily cut in half as Canada projects rapid growth in pandemic - The Globe and Mail
UGH 🤦‍♀️!!! https://t.co/P1cjR7RCWh",[]
abdelnaby_hanan,428,48,1634,2021-01-16 14:54:14,2858,"So, did Jared Kushner loot the vaccines that were supposedly being held in reserve?",[]
NiceIsLife1,123,30,5006,2021-01-16 14:54:13,0,@bstokeddd @OregonGovBrown TRUMP IS STEALING THE VACCINES AND SELLING THEM! STOP THE STEAL https://t.co/4jbHZRAx3i,[]
myWitsEnnd,14030,13638,148113,2021-01-16 14:54:12,2858,"So, did Jared Kushner loot the vaccines that were supposedly being held in reserve?",[]
mkhankhakwani,515,359,37465,2021-01-16 14:54:12,0,"@MarianaBaabar Incase people tell you it’s about the cold chain. I’m attaching a video regarding Pfizer’s transport box for the vaccines it’s only a minute long. 

https://t.co/JJLVkGr8eE",[]
Gen777777,299,553,20963,2021-01-16 14:54:12,43,Prime Minister Prayut Chan-o-cha has given assurances that the government will provide the safest Covid-19 vaccines for as many people as possible https://t.co/pbf7zOr53B #COVID19 #โควิด19 #Thailand https://t.co/bkuBwarMpa,[]
SublimeRoo,1116,796,2862,2021-01-16 14:54:11,968,"World’s #LargestVaccineDrive  ever in Bharath. Congratulations to our Scientists, healthcare workers and administration. Vaccines will definitely help mitigate Virus risk substantially but still very important to maintain protocols of non-spread. Blessings. -Sg","[{'text': 'LargestVaccineDrive', 'indices': [24, 44]}]"
BlessingMuseki,1498,445,7619,2021-01-16 14:54:10,4345,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
checkinglies,2978,1735,159685,2021-01-16 14:54:10,22,"CONGIs are very much upset with MODI  with his VACCINE LAUNCH...as they are still unable to ' LAUNCH ' their PAPPU...

😂🤣😂🤣🤣

#vaccines https://t.co/wqiEHTw9nF",[]
lamy_chris,131,100,2678,2021-01-16 14:54:10,0,"@TIME Less vaccines, motherfuckers",[]
beaglesrockyes,261,392,12918,2021-01-16 14:54:09,0,"@DaveBingham9 @agcolehamilton They only want to recruit NHS staff!! Where do they think all of these unemployed NHS workers are. It's nonsense. Also, why were these jobs not advertised last September, with people ready to go into post as soon as vaccines were available! It's utter incompetence.",[]
danletterman,3309,1490,40885,2021-01-16 14:54:09,2331,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
pdxnorm,1077,376,5523,2021-01-16 14:54:07,9021,"Brilliant scientists produced nearly-miraculous vaccines in record time. Politicians, officials, and policymakers have screwed up the delivery. It’s a national scandal, echoed across many states, that can measured in hardship and death.",[]
theelusivehag,635,281,25304,2021-01-16 14:54:07,88,mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry https://t.co/VhSJestxuf,[]
RPenfore,81,21,2094,2021-01-16 14:54:07,68,"@nee_haynes From the looks of THIS report..... the 2 far leading nations in the world to have vaccines for their people just happen to be.... oh look! Israel and UAE! The same countries where Jarred Kushner spends all of his time on “business”. Only a coincidence, of course. Of course. 🙄 https://t.co/PkBnTFImQw",[]
goldie_stephen,727,512,5484,2021-01-16 14:54:06,1090,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
_danizuko,240,206,7603,2021-01-16 14:54:06,183,#TeamSISD has been advocating for vaccines ASAP for SISD staff who want one. Our voices have been heard...great news today! Proud to announce our SISD employee health clinic has been approved by state to be a COVID-19 vaccine site. More info forthcoming as it becomes available. https://t.co/ufOeMIsdDo,"[{'text': 'TeamSISD', 'indices': [16, 25]}]"
guinnessharper,823,59,4680,2021-01-16 14:54:06,23,‘We should end each day with no covid19 vaccines in the freezer’: MGH doctor urges Gov. Baker to speed up vaccinations https://t.co/lAYCAUA7Sf https://t.co/fSh74IwF8j,[]
Moonbootica,5002,3870,1197565,2021-01-16 14:54:04,388,"Situation with new #sarscov2 variants is becoming harder to follow (and not just because of the names), so let me try and give a brief overview: Where are we at? What should we be worried about? And how worried? 

Story is up here: https://t.co/aeWfaXQzbK
And now a thread...","[{'text': 'sarscov2', 'indices': [31, 40]}]"
dhireshSondhar1,216,59,2896,2021-01-16 14:54:04,49,"Health and the frontline workers deserves the first round of vaccines.

Today Dr Samir Gami, Dr. Parul Vadgama, Dr Pratik Savaj along with many other senior  doctors took the vaccine shot at Surat.

Let's make Surat Corona Free✌️ https://t.co/uahDWPoUUl",[]
AndthenIsleep,20893,20419,139130,2021-01-16 14:54:04,2331,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
NvilleSkyline,90,32,2614,2021-01-16 14:54:04,2331,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
Amaliada,6446,5858,360188,2021-01-16 14:54:03,9021,"Brilliant scientists produced nearly-miraculous vaccines in record time. Politicians, officials, and policymakers have screwed up the delivery. It’s a national scandal, echoed across many states, that can measured in hardship and death.",[]
claireoliverHR,119,32,7,2021-01-16 14:54:02,0,@KamalaHarris @JoeBiden Add making vaccines available to educators who are putting themselves at risk every day they go to work!,[]
amitaman,74,133,81785,2021-01-16 14:54:01,53,"The MoHFW is now lying outright. The efficacy of CovidShield is known to be less than that of Pfizer/Moderna vaccines. And the efficacy of Covaxin is unknown.

Why then should we believe the rest of this FAQ, them? https://t.co/hSBrDfkPDm",[]
pranavkesinga,4944,759,23249,2021-01-16 14:54:01,84,"India is the vaccine hub of the world. We have successfully developed new vaccines for Rotavirus, Malaria,Jap Encephalitis,Typhoid,Malaria &amp; now COVID -19. Congrats to our amazing Pharma Cos. They have risen to the occasion to produce Bn+ doses for India &amp; the World. Phenomenal!",[]
JessiSummer,933,885,59821,2021-01-16 14:54:01,1,"@SupernovaMomma In Ecuador I got a bunch of travel vaccines for $8. Would have been $1k plus in the US. In Thailand I got really sick and the co I was working for called a doctor who came to my bedside, treated me and left all the meds I needed at my bedside table.",[]
Sumond5,92,217,55544,2021-01-16 14:54:01,7,"""#Khamenei's US/#UK vaccines ban isn't just the usual anti-western sentiment, it's proof his regime cares little for Iranian lives, and signals even more radical times ahead"" writes Arash Azizi https://t.co/4G0bqCjlWi","[{'text': 'Khamenei', 'indices': [18, 27]}, {'text': 'UK', 'indices': [33, 36]}]"
lylekot,467,49,2336,2021-01-16 14:54:00,0,"@NassauExecutive @NYGovCuomo And don’t get me started on your priority list.  Healthy teachers under 40 should not be receiving priority vaccines, especially if they are teaching from home.  Must be nice to have a strong union.",[]
Srv962,76,65,11473,2021-01-16 14:53:59,71,"“Normally, it takes many years to make a vaccine but in such a short span of time, not one, but two #MadeinIndia vaccines are ready. Meanwhile, the work on other vaccines is progressing at a fast pace.”

– PM Shri @narendramodi ji

#LargestVaccineDrive https://t.co/4SgCE7czjC","[{'text': 'MadeinIndia', 'indices': [115, 127]}]"
Gillianabeth,446,707,40203,2021-01-16 14:53:59,805,"Now that vaccines are available...hey presto they finally allow #Ivermectin🤨
Similarly in UK they are now finally advising Vitamin D🤨
Forgive me for being massively cynical - and massively angry at all the lives lost via suppressing everything until now.
https://t.co/cDM0uHtGMf","[{'text': 'Ivermectin', 'indices': [80, 91]}]"
moonayjdream,502,243,18502,2021-01-16 14:53:59,33830,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
GoldenMom53,3423,1238,59475,2021-01-16 14:53:58,33830,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
NicoleG83298188,386,11,1733,2021-01-16 14:53:58,68,"@nee_haynes From the looks of THIS report..... the 2 far leading nations in the world to have vaccines for their people just happen to be.... oh look! Israel and UAE! The same countries where Jarred Kushner spends all of his time on “business”. Only a coincidence, of course. Of course. 🙄 https://t.co/PkBnTFImQw",[]
indie_tx,953,279,42752,2021-01-16 14:53:58,2331,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
feathers390,511,100,2688,2021-01-16 14:53:57,1091,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
ELIANATARDIO,2530,40734,137560,2021-01-16 14:53:53,0,"California caregivers and parents of individuals with #disabilities are “health care workers” pursuant to the State of California’s Vaccination Plan (Learn more at this link, https://t.co/ScSD57JjYd), and thus are prioritized for #COVID19Vaccination within Phase 1A. https://t.co/fCGrItS1rp","[{'text': 'disabilities', 'indices': [54, 67]}, {'text': 'COVID19Vaccination', 'indices': [230, 249]}]"
65Johnston,250,121,1964,2021-01-16 14:53:53,1091,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
tattoodtatortot,41,20,188,2021-01-16 14:53:52,1091,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
theMLBeat1,182,23,3433,2021-01-16 14:53:50,0,@kaoitzeric @distressed_SS @friedberg We are averaging 850K vaccines per day. What are you talking about? Don’t spread misinformation. https://t.co/L7VDKXHgIk,[]
mikkipcb,1017,740,28058,2021-01-16 14:53:50,1080,"If you, out of curiosity, get an antibody test after the second dose of vaccine, and it is negative, don't freak out. The test was probably done against nucleoprotein, not spike protein. And there is no nucleoprotein in the US/EU vaccines. You will only make antispike antibodies.",[]
gnwayland,2323,2333,208497,2021-01-16 14:53:50,196,"2) To be clear, we did have a reserve, but that was depleted by Dec. but Alex Azar promised to send more vaccines from reserve this week... except there was none anymore. Nobody knows how they could just make up a falsehood on such a reserve if there was none anymore! https://t.co/t8jYwq3dtT",[]
GGGTheBuddhist,104,32,5857,2021-01-16 14:53:49,902,Leaders of Trump's Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer COVID vaccines. https://t.co/wPFTjHwIcP,[]
buzzingfritzbee,715,848,39286,2021-01-16 14:53:48,197,"No vaccines have been authorized for general use in the PH, but here's a booming bootleg trade for them.

This past two weeks, we found Filipino workers left out of POGO immunization drives, plans for customs to relabel shipments as supplements, and more: https://t.co/sROiExN1KT",[]
accfanto,828,670,37993,2021-01-16 14:53:48,0,"@bruce_arthur There is a soft campaign needed here to make it more convenient for LTC staff, to persuade part-timers they will be paid if they need a day off after being vaccinated, to reach cultural communities where disinformation is being spread about vaccines, etc.",[]
Samcam170514,166,136,1346,2021-01-16 14:53:48,1091,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
DeLaO_Juan_A,3691,222,18350,2021-01-16 14:53:47,2168,Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines proposed by U.S. health officials https://t.co/58x0ftgwmZ,[]
rosamundpikes,2292,1189,250263,2021-01-16 14:53:47,48,"A Philippine-based businessman said he had been approached by Chinese businessmen from the online gambling industry about supplying the Sinopharm vaccine to their employees, which allowed the buyer declaring the smuggled vaccines as supplements. #COVID19PH
https://t.co/HDrrTSH7VS",[]
DehaanStephanie,542,3499,8993,2021-01-16 14:53:46,1,"@fordnation 

there will come a time when you will have to reconcile your decision making with every doc in this province.

from outpt docs who are scrounging for PPE and vaccines...to 3* care docs making nightmare inducing judgment calls.

#humanityinmedicine #COVID19Ontario https://t.co/FGgp3POMjn",[]
sharon813592,132,21,10905,2021-01-16 14:53:46,33830,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
robbrozz,16071,16124,15391,2021-01-16 14:53:45,33830,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
wetravelwemask,235,227,445,2021-01-16 14:53:45,388,"Situation with new #sarscov2 variants is becoming harder to follow (and not just because of the names), so let me try and give a brief overview: Where are we at? What should we be worried about? And how worried? 

Story is up here: https://t.co/aeWfaXQzbK
And now a thread...","[{'text': 'sarscov2', 'indices': [31, 40]}]"
rithikmanoj,4417,410,40783,2021-01-16 14:53:45,124,"I admire the way India has developed the #CovidVaccine. No big claims, no big announcements. The vaccines are there for the people. Thank you Prime Minister Shri @narendramodi  for inspiring the scientists.","[{'text': 'CovidVaccine', 'indices': [61, 74]}]"
78104941ed044f5,250,451,7558,2021-01-16 14:53:44,43,"I appeal to everyone, not to believe in rumours or misinformation campaigns being spread by vested interests.

The vaccines have been approved for emergency use only after their safety &amp; immunogenicity has been verified.

@PMOIndia @MoHFW_INDIA https://t.co/W9XxiZqSCM",[]
Adharma_dharma,371,306,20229,2021-01-16 14:53:43,6,There is no need for Nationalism in this #CovidVaccine saga... Almost all Emergency use approved Vaccines are invested in and controlled + directed by #BillGates &amp; his organization GAVI ! https://t.co/LMt0YSWqNZ https://t.co/tKfj9JhTBd,"[{'text': 'CovidVaccine', 'indices': [61, 74]}]"
Noname06401912,4483,2605,45382,2021-01-16 14:53:42,0,"@AspieMum @PeterOHanrahaH @JoRichardsKent @BBCNews I understand that ,it wasnt ""the news"" it was a cross party committee questioning the head of the UK vaccination taskforce, and he definitely stressed the word offered several times ,when asked how many vaccines. 
it may still be on i player.",[]
DeanCruzat,953,1261,41110,2021-01-16 14:53:41,566,"PUBLIC WARNING? Almost a year into the pandemic, the FDA decides these masks aren’t okay? Panahong dalgona pa, ginagamit na ang mga ito, especially Aidelai. We even have that at home now. How sure are we you can decide on the vaccines if it took you so long to decide on masks? https://t.co/7Pg3389z04",[]
78104941ed044f5,250,451,7558,2021-01-16 14:53:41,37,"The #COVID19vaccines will prove to be a 'Sanjeevani' to end this #pandemic 

Kudos to our scientists &amp; researchers for providing us with these 2 vaccines in record time, bringing us closer to achieving triumph over #COVID19

@PMOIndia @MoHFW_INDIA https://t.co/FP2Sy5DjWo","[{'text': 'COVID19vaccines', 'indices': [24, 40]}, {'text': 'pandemic', 'indices': [85, 94]}]"
Rebecca00971490,1202,488,7306,2021-01-16 14:53:40,4346,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
HeidiSperger,168,19,25223,2021-01-16 14:53:40,33830,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
IDBeatrice,169,116,1112,2021-01-16 14:53:40,0,"In the world you can already see the distrust of vaccines and this once again divides the criteria among many people, including professionals in the medical sciences https://t.co/2zpKkkk9md",[]
DrJohnSilver1,77,12,1371,2021-01-16 14:53:40,0,@mollonlaw @DataforcSandra Remember when Jared when to the Middle East? Did he sell the vaccines? Asking for a friend,[]
Byronie2,600,290,53001,2021-01-16 14:53:40,2331,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
grabancijas,71,59,4068,2021-01-16 14:53:39,0,"@Snusketeer @SanaEmanuele @EU_Commission Well, as you see in reference(s) shared, WHO experts say that covid vaccines do not prevent infection, nor transmission.

You could share another reference which supports your... well, it's a belief. Or just continue to spread bad info with best of intentions. 

Take care,",[]
IntezarMehandi,32,223,2402,2021-01-16 14:53:39,753,"""A total 23 people died within days of receiving their first dose, the Norwegian Medicines Agency announced in a statement"".
Yet, here in India, we roll out Vaccines w/o proper trials or transparency, even though Covid cases &amp; deaths have declined sharply
https://t.co/pTb5Ecj3wQ",[]
madre_del_ano,768,279,7634,2021-01-16 14:53:39,8,"What’s most important to #vaccine distribution: Speed or equity? To many people, further delaying shots is as untenable as exacerbating disparities. But if speed is solely prioritized, access rather than need will determine place in line. @PostOpinions

https://t.co/sv3a7FvR1t","[{'text': 'vaccine', 'indices': [41, 49]}]"
AdrianG76550210,91,35,24630,2021-01-16 14:53:38,152,A black market for illegal coronavirus vaccines is thriving in the Philippines https://t.co/79zwZMArgD,[]
JLynchDO,1699,1346,11510,2021-01-16 14:53:37,2,Please watch and share this @WSJ video regarding Fake COVID-19 Vaccines/Counterfeit Shots being sold online. If you see a COVID-19 vaccine being sold on the internet it is fake. https://t.co/GMRCo5b9P3,[]
_Itchy_Bitchy_,1660,1739,23454,2021-01-16 14:53:37,33830,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
lolitalovelytul,64,59,470,2021-01-16 14:53:36,21,"2 weeks after the approval, 1 million doses of  #Sinopharm #vaccines arrived in #Serbia. Hope they could help Serbian people in the fight aginst  #COVID19 pandemic. https://t.co/AysrBq4RWa","[{'text': 'Sinopharm', 'indices': [69, 79]}, {'text': 'vaccines', 'indices': [80, 89]}, {'text': 'Serbia', 'indices': [101, 108]}]"
unIDedTypingObj,289,462,235289,2021-01-16 14:53:36,49,"Going slow on vaccines to comfort sceptics akin to convincing children there are no ghosts in the attic by climbing up there with a baseball bat, getting cobwebs in your face, panicking and then falling screaming down the ladder.",[]
Zombie2518,201,6,1407,2021-01-16 14:53:36,12,"Karachi reporters are absolutely SHIT who toe to the line of anything anti Sindh Govt. The questions put forward to Dr Azra only defended Dr Faisal's incompetency, and some even went to quote that Pfizer vaccine is a 'fiasco.' Another said, why Sindh want vaccines immediately.",[]
AntiConStance,2048,1613,12471,2021-01-16 14:53:34,4346,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
